city;coordinateNumber;nameImpurity;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31
Кам'янське;4853460;Оксид вуглецю;3,125;3,25;3,625;null;3,125;3,125;3,5;2,875;3,125;3,25;null;3;3;3,125;3,125;3,5;3;null;3,25;3,25;4,25;3,5;3,5;3,25;null;3,25;3;3,25;3,25;3,5;3,75
Кам'янське;4853460;Дiоксид азоту;0,11781875;0,12115625;0,1251125;null;0,140691667;0,1477625;0,15948125;0,0865125;0,12635;0,11628125;null;0,114058333;0,11023125;0,12886875;0,1171125;0,1438;0,1284;null;0,162533333;0,1324625;0,149875;0,107625;0,1341625;0,1432625;null;0,15045;0,0779375;0,1244875;0,1359375;0,1256625;0,1194
Кам'янське;4853460;Оксид азоту;0,05945;0,040325;0,063425;null;0,065033333;0,0726;0,081825;0,047175;0,0626;0,057525;null;0,061666667;0,063175;0,060925;0,05905;0,069925;0,067525;null;0,0949;0,064675;0,079775;0,05385;0,07395;0,072125;null;0,072466667;0,0406;0,0538;0,0667;0,054975;0,0619
Кам'янське;4853460;Сiрководень;0,00484;0,003946667;0,00438;null;0,003836364;0,003906667;0,00388;0,003453333;0,00336;0,003913333;null;0,004409091;0,005046667;0,004453333;0,0049;0,004975;0,00425;null;0,004566667;0,0039625;0,0055375;0,0032625;0,0029375;0,0043;null;0,0052;0,0050625;0,0049625;0,00485;0,005125;0,00515
Кам'янське;4853460;Фенол;0,0060875;0,00508125;0,00481875;null;0,005233333;0,004325;0,00469375;0,004875;0,00461875;0,00428125;null;0,005708333;0,007825;0,00415625;0,00465625;0,0047875;0,00445;null;0,004933333;0,0038625;0,00485;0,0050125;0,0065875;0,005875;null;0,004666667;0,0064625;0,0049125;0,006025;0,005575;0,0053375
Кам'янське;4853460;Амiак;0,0454;0,0409875;0,04255;null;0,0428625;0,0469;0,0438;0,0454125;0,047325;0,0428875;null;0,0436125;0,0499;0,0433625;0,0451;0,0414;0,03975;null;0,04255;0,03925;0,0467;0,0476;0,04835;0,04475;null;0,046175;0,044725;0,043375;0,044425;0,045525;0,0458
Кам'янське;4853460;Формальдегiд;0,01035;0,0066875;0,0069;null;0,0154375;0,0135875;0,00925;0,0077875;0,0080125;0,0089375;null;0,0104125;0,0114875;0,0086375;0,0080375;0,00885;0,010875;null;0,00985;0,007575;0,011125;0,008275;0,012925;0,007575;null;0,00955;0,01015;0,009575;0,010025;0,010125;0,01005
Кропивницький;4853220;Завислі речовини;0,233333333;0,2;0,3;null;0,283333333;0,166666667;0,166666667;0,183333333;0,15;0,183333333;null;0,183333333;0,216666667;0,2;0,266666667;0,266666667;0,233333333;null;0,25;0,233333333;0,233333333;0,266666667;0,266666667;0,2;null;0,166666667;0,2;0,2;0,25;0,266666667;0,233333333
Кропивницький;4853220;Дiоксид сiрки;0,017925;0,024775;0,019275;null;0,020177778;0,0176;0,016566667;0,015125;0,018841667;0,020858333;null;0,0191;0,018491667;0,020908333;0,017141667;0,020966667;0,0159;null;0,018222222;0,017875;0,020833333;0,021508333;0,018141667;0,017816667;null;0,014033333;0,01955;0,016983333;0,017883333;0,018783333;0,020525
Кропивницький;4853220;Сульфати;0,005;0,005;0,01;null;0,005;0,01;0,01;0,005;0,01;0,005;null;0,005;0,005;0,01;0,005;0,005;0,01;null;0,005;0,005;0,005;0,01;0,015;0;null;0;0,005;0,01;0,015;0,01;0,005
Кропивницький;4853220;Оксид вуглецю;1,833333333;1,666666667;1,833333333;null;1,5;2;2,333333333;2;2,166666667;2,5;null;2,5;2,166666667;3,5;3,333333333;3,833333333;2,833333333;null;3;2,333333333;3;3,333333333;2,666666667;3,833333333;null;2;1,833333333;3,333333333;4,333333333;4,833333333;5,166666667
Кропивницький;4853220;Дiоксид азоту;0,021866667;0,026766667;0,029125;null;0,027555556;0,030708333;0,02525;0,025933333;0,03355;0,027408333;null;0,034388889;0,034591667;0,0283;0,028091667;0,029341667;0,031058333;null;0,035277778;0,03465;0,029908333;0,0323;0,024166667;0,029416667;null;0,038444444;0,023841667;0,028683333;0,027008333;0,040175;0,03865
Кропивницький;4853220;Оксид азоту;0,01135;0,01075;0,017225;null;0,011666667;0,014125;0,01525;0,01015;0,0257;0,014625;null;0,018533333;0,01545;0,0125;0,020025;0,019575;0,020325;null;0,010433333;0,0224;0,023475;0,014175;0,01465;0,0176;null;0,016166667;0,014725;0,013125;0,01595;0,0156;0,030625
Кропивницький;4853220;Сажа;0,016666667;0,016666667;0,016666667;null;0,013333333;0,018333333;0,016666667;0,013333333;0,013333333;0,021666667;null;0,013333333;0,016666667;0,01;0,023333333;0,016666667;0,013333333;null;0,013333333;0,013333333;0,013333333;0,016666667;0,013333333;0,013333333;null;0,01;0,013333333;0,013333333;0,01;0,01;0,013333333
